STABLE ID,BOOK ID,BOOK TITLE,SUBJECT,CATEGORY,GRADE,AUTHOR/PUBLISHER,COPYRIGHT YEAR,APPROVED YEAR,BOOK COVER
"NaCCA_Approved_BK0187","NaCCA/G.42/VOL.7/019","Interactive English Language TG for JHS Basic 8","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0188","NaCCA/G.42/VOL.7/019","Interactive English Language for JHS Basic 9","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0189","NaCCA/G.42/VOL.7/019","Interactive English Language for TG JHS Basic 9","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0190","NaCCA/G.42/VOL.7/020","Career Technology for JHS Basic 7","Career Technology","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0191","NaCCA/G.42/VOL.7/020","Career Technology TG for JHS Basic 7","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0192","NaCCA/G.42/VOL.7/020","Career Technology for JHS Basic 8","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0193","NaCCA/G.42/VOL.7/020","Career Technology TG for JHS Basic 8","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0194","NaCCA/G.42/VOL.7/020","Career Technology for JHS Basic 9","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0195","NaCCA/G.42/VOL.7/020","Career Technology TG for JHS Basic 9","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0196","NaCCA/G.42/VOL.7/021","New Age Science for Basic 4","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0197","NaCCA/G.42/VOL.7/021","New Age Science for Basic 4 TG","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0198","NaCCA/G.42/VOL.7/021","New Age Science for Basic 4 Workbook","Science","Textbook","Primary","Masterman Publications Limited","2018","2025",""
"NaCCA_Approved_BK0199","NaCCA/G.42/VOL.7/021","New Age Science for Basic 5","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0200","NaCCA/G.42/VOL.7/021","New Age Science for Basic 5 TG","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0201","NaCCA/G.42/VOL.7/021","New Age Science for Basic 5 Workbook","Science","Textbook","Primary","Masterman Publications Limited","2018","2025",""
"NaCCA_Approved_BK0202","NaCCA/G.42/VOL.7/021","New Age Science for Basic 6","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0203","NaCCA/G.42/VOL.7/021","New Age Science for Basic 6 TG","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0204","NaCCA/G.42/VOL.7/021","New Age Science for Basic 6 Workbook","Science","Textbook","Primary","Masterman Publications Limited","2018","2025",""
"NaCCA_Approved_BK0205","NaCCA/G.42/VOL.7/022","Contemporary Science for JHS Basic 7","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0206","NaCCA/G.42/VOL.7/022","Contemporary Science TG for JHS Basic 7","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0207","NaCCA/G.42/VOL.7/022","Contemporary Science for JHS Basic 8","Science","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0208","NaCCA/G.42/VOL.7/022","Contemporary Science TG for JHS Basic 8","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0209","NaCCA/G.42/VOL.7/022","Contemporary Science for JHS Basic 9","Science","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0210","NaCCA/G.42/VOL.7/022","Contemporary Science TG for JHS Basic 9","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0211","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 1","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0212","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 1 TG","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0213","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 2","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0214","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 2 TG","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0215","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 1","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0216","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 1 TG","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0217","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 2","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0218","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 2 TG","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0219","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 1","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0220","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 2","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0221","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 3","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0222","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 4","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0223","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 5","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0224","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 6","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0225","NaCCA/G.42/VOL.7/037","Evegbe soso na dzunio suku kokowo 7","Evegbe","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0226","NaCCA/G.42/VOL.7/037","Evegbe soso na dzunio suku kokowo 7 TG","Evegbe","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0227","NaCCA/G.42/VOL.7/037","Evegbe soso na dzunio suku kokowo 8","Evegbe","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0228","NaCCA/G.42/VOL.7/037","Evegbe soso na dzunio suku kokowo 8 TG","Evegbe","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0229","NaCCA/G.42/VOL.7/037","Evegbe soso na dzunio suku kokowo 9","Evegbe","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0230","NaCCA/G.42/VOL.7/037","Evegbe soso na dzunio suku kokowo 9 TG","Evegbe","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0231","NaCCA/G.42/VOL.7/038","Nyimdzee Ahy3se Basic 7","Mfantse","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0232","NaCCA/G.42/VOL.7/038","Nyimdzee Ahy3se Basic 7 TG","Mfantse","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0233","NaCCA/G.42/VOL.7/038","Nyimdzee Ahy3se Basic 8","Mfantse","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0234","NaCCA/G.42/VOL.7/038","Nyimdzee Ahy3se Basic 8 TG","Mfantse","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0235","NaCCA/G.42/VOL.7/038","Nyimdzee Ahy3se Basic 9","Mfantse","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0236","NaCCA/G.42/VOL.7/038","Nyimdzee Ahy3se Basic 9 TG","Mfantse","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0237","NaCCA/G.42/VOL.7/124","English Reading Made Easy 1","English","Supplementary","KG1","PI SYSTEM","2025","2025",""
"NaCCA_Approved_BK0238","NaCCA/G.42/VOL.7/124","English Reading Made Easy 2","English","Supplementary","KG1","PI SYSTEM","2025","2025",""
"NaCCA_Approved_BK0239","NaCCA/G.42/VOL.7/123","Hands-on Science Resource Manual (JHS 1-3)","Science","Supplementary","JHS","PRACTICAL EDUCATION NETWORK","2025","2025",""
"NaCCA_Approved_BK0240","NaCCA/G.42/VOL.7/024","English Skills for Basic 7","English","Textbook","JHS","KWADWOAN PUBLISHING","2025","2025",""
"NaCCA_Approved_BK0241","NaCCA/G.42/VOL.7/024","English Skills for Basic 9","English","Textbook","JHS","KWADWOAN PUBLISHING","2025","2025",""
"NaCCA_Approved_BK0242","NaCCA/G.42/VOL.7/010","Standard English","English","Supplementary","JHS","Jonas Fiangor Eddah","2024","2025",""
"NaCCA_Approved_BK0243","NaCCA/G.42/VOL.6/099","Change Makers","Readers","Supplementary","JHS","STEP PUBLICATIONS","2025","2025",""
"NaCCA_Approved_BK0244","NaCCA/G.42/VOL.6/100","Computing for Basic Schools (Basic 4)","Computing","Textbook","Upper Primary","KUDUSOFT PUBLICATIONS","2021","2025",""
"NaCCA_Approved_BK0245","NaCCA/G.42/VOL.6/100","Computing for Basic Schools (Basic 4) TG","Computing","Textbook","Upper Primary","KUDUSOFT PUBLICATIONS","2021","2025",""
"NaCCA_Approved_BK0246","NaCCA/G.42/VOL.6/100","Computing for Basic Schools (Basic 5)","Computing","Textbook","Upper Primary","KUDUSOFT PUBLICATIONS","2021","2025",""
"NaCCA_Approved_BK0247","NaCCA/G.42/VOL.6/100","Computing for Basic Schools (Basic 5) TG","Computing","Textbook","Upper Primary","KUDUSOFT PUBLICATIONS","2021","2025",""
"NaCCA_Approved_BK0248","NaCCA/G.42/VOL.6/100","Computing for Basic Schools (Basic 6)","Computing","Textbook","Upper Primary","KUDUSOFT PUBLICATIONS","2021","2025",""
"NaCCA_Approved_BK0249","NaCCA/G.42/VOL.6/100","Computing for Basic Schools (Basic 6) TG","Computing","Textbook","Upper Primary","KUDUSOFT PUBLICATIONS","2021","2025",""
"NaCCA_Approved_BK0250","NaCCA/G.42/VOL.7/121","Paa Joe and Abi","Reader","Supplementary","Kindergarten","K3 Publishing","2024","2025",""
"NaCCA_Approved_BK0251","NaCCA/G.42/VOL.7/122","Kim and Tim","Reader","Supplementary","Kindergarten","K3 Publishing","2024","2025",""
"NaCCA_Approved_BK0252","NaCCA/G.42/VOL.7/084","A Civic Duty","Reader","Supplementary","Primary","K3 Publishing","2023","2025",""
"NaCCA_Approved_BK0253","NaCCA/G.42/VOL.7/007","Mr. Spider","Reader","Supplementary","Primary","K3 Publishing","2023","2025",""
"NaCCA_Approved_BK0254","NaCCA/G.42/VOL.7/008","My Nursery Numeracy Activities 1","Numeracy","Supplementary","Nursery","K3 Publishing","2024","2025",""
"NaCCA_Approved_BK0255","NaCCA/G.42/VOL.7/008","My Nursery Numeracy Activities 2","Numeracy","Supplementary","Nursery","K3 Publishing","2024","2025",""
"NaCCA_Approved_BK0256","NaCCA/G.42/VOL.7/008","My Nursery Literacy Activities 1","Numeracy","Supplementary","Nursery","K3 Publishing","2024","2025",""
"NaCCA_Approved_BK0257","NaCCA/G.42/VOL.7/008","My Nursery Literacy Activities 2","Numeracy","Supplementary","Nursery","K3 Publishing","2024","2025",""
"NaCCA_Approved_BK0258","NaCCA/G.42/VOL.7/055","Letters to Nnaa Naama","Reader","Supplementary","JHS/SHS","Pascaline Kuunzungla Songsore","2021","2025",""
"NaCCA_Approved_BK0259","NaCCA/G.42/VOL.7/055","Endless Rhythms","Reader","Supplementary","JHS/ SHS","Diana Maku Wussah","2024","2025",""
"NaCCA_Approved_BK0260","NaCCA/G.42/VOL.7/009","Missing Babies","Reader","Supplementary","Primary","Highpoint Publications","2023","2025",""
"NaCCA_Approved_BK0261","NaCCA/G.42/VOL.7/009","The Bad Helper","Reader","Supplementary","Primary","Highpoint Publications","2023","2025",""
"NaCCA_Approved_BK0262","NaCCA/G.42/VOL.7/011","Madam High Heel","Reader","Supplementary","JHS/SHS","Mountype Publishing Ltd.","2019","2025",""
"NaCCA_Approved_BK0263","NaCCA/G.42/VOL.7/012","Easy Way Phonetics Everybody Can Read Well","English","Supplementary","Upper Primary/ JHS","Easy Way Publications","2021","2025",""
"NaCCA_Approved_BK0264","NaCCA/G.42/VOL.7/012","Easy Way School Music - Learning Through Songs Makes Schooling Very Interesting","English","Supplementary","Upper Primary/ JHS","Easy Way Publications","2018","2025",""
"NaCCA_Approved_BK0265","NaCCA/G.42/VOL.7/012","Easy Way Storybook for Improving Pupils' Reading Skills","English","Supplementary","Upper Primary/ JHS","Easy Way Publications","2016","2025",""
"NaCCA_Approved_BK0266","NaCCA/G.42/VOL.7/013","Ma Yensua Akuapem Twi (Kasa ne Amanne) 4","Akuapem Twi","Textbook","Upper Primary","Red Oak Limited","2021","2025",""
"NaCCA_Approved_BK0267","NaCCA/G.42/VOL.7/013","Ma Yensua Akuapem Twi (Kasa ne Amanne) 4 TG","Akuapem Twi","Textbook","Upper Primary","Red Oak Limited","2021","2025",""
"NaCCA_Approved_BK0268","NaCCA/G.42/VOL.7/013","Ma Yensua Akuapem Twi (Kasa ne Amanne) 5","Akuapem Twi","Textbook","Upper Primary","Red Oak Limited","2021","2025",""
"NaCCA_Approved_BK0269","NaCCA/G.42/VOL.7/013","Ma Yensua Akuapem Twi (Kasa ne Amanne) 5 TG","Akuapem Twi","Textbook","Upper Primary","Red Oak Limited","2021","2025",""
"NaCCA_Approved_BK0270","NaCCA/G.42/VOL.7/013","Ma Yensua Akuapem Twi (Kasa ne Amanne) 6","Akuapem Twi","Textbook","Upper Primary","Red Oak Limited","2021","2025",""
"NaCCA_Approved_BK0271","NaCCA/G.42/VOL.7/013","Ma Yensua Akuapem Twi (Kasa ne Amanne) 6 TG","Akuapem Twi","Textbook","Upper Primary","Red Oak Limited","2021","2025",""
"NaCCA_Approved_BK0272","NaCCA/G.42/VOL.7/014","Creative Arts and Design for JHS Basic 7","Creative Arts","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0273","NaCCA/G.42/VOL.7/014","Creative Arts and Design TG for JHS Basic 7","Creative Arts","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0274","NaCCA/G.42/VOL.7/014","Creative Arts and Design for JHS Basic 8","Creative Arts","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0275","NaCCA/G.42/VOL.7/014","Creative Arts and Design TG for JHS Basic 8","Creative Arts","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0276","NaCCA/G.42/VOL.7/014","Creative Arts and Design for JHS Basic 9","Creative Arts","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0277","NaCCA/G.42/VOL.7/014","Creative Arts and Design for JHS Basic 9","Creative Arts","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0278","NaCCA/G.42/VOL.7/015","Concise Social Studies for JHS Basic 7","Social Studies","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0279","NaCCA/G.42/VOL.7/015","Concise Social Studies TG for JHS Basic 7","Social Studies","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0280","NaCCA/G.42/VOL.7/015","Concise Social Studies for JHS Basic 8","Social Studies","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0281","NaCCA/G.42/VOL.7/015","Concise Social Studies TG for JHS Basic 8","Social Studies","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0282","NaCCA/G.42/VOL.7/015","Concise Social Studies for JHS Basic 9","Social Studies","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0283","NaCCA/G.42/VOL.7/015","Concise Social Studies TG for JHS Basic 9","Social Studies","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0284","NaCCA/G.42/VOL.7/016","Religious and Moral Education for JHS Basic 7","Religious and Moral Education","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0285","NaCCA/G.42/VOL.7/016","Religious and Moral Education TG for JHS Basic 7","Religious and Moral Education","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0286","NaCCA/G.42/VOL.7/016","Religious and Moral Education for JHS Basic 8","Religious and Moral Education","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0287","NaCCA/G.42/VOL.7/016","Religious and Moral Education TG for JHS Basic 8","Religious and Moral Education","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0288","NaCCA/G.42/VOL.7/016","Religious and Moral Education for JHS 3","Religious and Moral Education","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0289","NaCCA/G.42/VOL.7/016","Religious and Moral Education for JHS 3 TG","Religious and Moral Education","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0290","NaCCA/G.42/VOL.7/017","Functional Mathematics for JHS Basic 7","Mathematics","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0291","NaCCA/G.42/VOL.7/017","Functional Mathematics for JHS Basic 7 TG","Mathematics","Textbook","JHS","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0292","NaCCA/G.42/VOL.7/017","Functional Mathematics for JHS Basic 8","Mathematics","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0293","NaCCA/G.42/VOL.7/017","Functional Mathematics for JHS Basic 8 TG","Mathematics","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0294","NaCCA/G.42/VOL.7/017","Functional Mathematics for JHS Basic 9","Mathematics","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0295","NaCCA/G.42/VOL.7/017","Functional Mathematics for JHS Basic 9 TG","Mathematics","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0296","NaCCA/G.42/VOL.7/018","Expressive Creative Arts L/B 1","Creative Arts","Textbook","Primary","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0297","NaCCA/G.42/VOL.7/018","Expressive Creative Arts T/G 1","Creative Arts","Textbook","Primary","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0298","NaCCA/G.42/VOL.7/018","Expressive Creative Arts L/B 2","Creative Arts","Textbook","Primary","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0299","NaCCA/G.42/VOL.7/018","Expressive Creative Arts T/G 2","Creative Arts","Textbook","Primary","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0300","NaCCA/G.42/VOL.7/018","Expressive Creative Arts L/B 3","Creative Arts","Textbook","Primary","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0301","NaCCA/G.42/VOL.7/018","Expressive Creative Arts T/G 3","Creative Arts","Textbook","Primary","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0302","NaCCA/G.42/VOL.7/018","Expressive Creative Arts L/B 4","Creative Arts","Textbook","Primary","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0303","NaCCA/G.42/VOL.7/018","Expressive Creative Arts T/G 4","Creative Arts","Textbook","Primary","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0304","NaCCA/G.42/VOL.7/018","Expressive Creative Arts L/B 5","Creative Arts","Textbook","Primary","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0305","NaCCA/G.42/VOL.7/018","Expressive Creative Arts T/G 5","Creative Arts","Textbook","Primary","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0306","NaCCA/G.42/VOL.7/018","Expressive Creative Arts L/B 6","Creative Arts","Textbook","Primary","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0307","NaCCA/G.42/VOL.7/018","Expressive Creative Arts T/G 6","Creative Arts","Textbook","Primary","Masterman Publications Limited","2024","2025",""
"NaCCA_Approved_BK0308","NaCCA/G.42/VOL.7/019","Interactive English Language for JHS Basic 7","English","Textbook","JHS","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0309","NaCCA/G.42/VOL.7/019","Interactive English Language TG for JHS Basic 7","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0310","NaCCA/G.42/VOL.7/019","Interactive English Language for JHS Basic 8","English","Textbook","JHS","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0311","NaCCA/G.42/VOL.7/019","Interactive English Language TG for JHS Basic 8","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0312","NaCCA/G.42/VOL.7/019","Interactive English Language for JHS Basic 9","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0313","NaCCA/G.42/VOL.7/019","Interactive English Language for TG JHS Basic 9","English","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0314","NaCCA/G.42/VOL.7/020","Career Technology for JHS Basic 7","Career Technology","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0315","NaCCA/G.42/VOL.7/020","Career Technology TG for JHS Basic 7","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0316","NaCCA/G.42/VOL.7/020","Career Technology for JHS Basic 8","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0317","NaCCA/G.42/VOL.7/020","Career Technology TG for JHS Basic 8","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0318","NaCCA/G.42/VOL.7/020","Career Technology for JHS Basic 9","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0319","NaCCA/G.42/VOL.7/020","Career Technology TG for JHS Basic 9","Career Technology","Textbook","JHS","Masterman Publications Limited","2023","2025",""
"NaCCA_Approved_BK0320","NaCCA/G.42/VOL.7/021","New Age Science for Basic 4","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0321","NaCCA/G.42/VOL.7/021","New Age Science for Basic 4 TG","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0322","NaCCA/G.42/VOL.7/021","New Age Science for Basic 4 Workbook","Science","Textbook","Primary","Masterman Publications Limited","2018","2025",""
"NaCCA_Approved_BK0323","NaCCA/G.42/VOL.7/021","New Age Science for Basic 5","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0324","NaCCA/G.42/VOL.7/021","New Age Science for Basic 5 TG","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0325","NaCCA/G.42/VOL.7/021","New Age Science for Basic 5 Workbook","Science","Textbook","Primary","Masterman Publications Limited","2018","2025",""
"NaCCA_Approved_BK0326","NaCCA/G.42/VOL.7/021","New Age Science for Basic 6","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0327","NaCCA/G.42/VOL.7/021","New Age Science for Basic 6 TG","Science","Textbook","Primary","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0328","NaCCA/G.42/VOL.7/021","New Age Science for Basic 6 Workbook","Science","Textbook","Primary","Masterman Publications Limited","2018","2025",""
"NaCCA_Approved_BK0329","NaCCA/G.42/VOL.7/022","Contemporary Science for JHS Basic 7","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0330","NaCCA/G.42/VOL.7/022","Contemporary Science TG for JHS Basic 7","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0331","NaCCA/G.42/VOL.7/022","Contemporary Science for JHS Basic 8","Science","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0332","NaCCA/G.42/VOL.7/022","Contemporary Science TG for JHS Basic 8","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0333","NaCCA/G.42/VOL.7/022","Contemporary Science for JHS Basic 9","Science","Textbook","JHS","Masterman Publications Limited","2022","2025",""
"NaCCA_Approved_BK0334","NaCCA/G.42/VOL.7/022","Contemporary Science TG for JHS Basic 9","Science","Textbook","JHS","Masterman Publications Limited","2016","2025",""
"NaCCA_Approved_BK0335","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 1","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0336","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 1 TG","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0337","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 2","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0338","NaCCA/G.42/VOL.7/025","Activities in Our World and Our People for KG 2 TG","OWOP","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0339","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 1","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0340","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 1 TG","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0341","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 2","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0342","NaCCA/G.42/VOL.7/026","Activities in Creative Arts for KG 2 TG","Creative Arts","Textbook","Kindergarten","Masterman Publications Limited","2020","2025",""
"NaCCA_Approved_BK0343","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 1","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0344","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 2","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0345","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 3","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0346","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 4","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0347","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 5","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
"NaCCA_Approved_BK0348","NaCCA/G.42/VOL.7/035","Essential Writing Skills- Primary 6","Literacy","Supplementary","Primary","NNF Esquire Limited","2024","2025",""
